priority,issue_type,reporter,vote_count,comment_count,description_length,summary_length,watch_count,issue_number,num_components,component_java,num_affected_versions,num_labels,created_weekday,created_month,duration
Major,Sub-task,brucem,0,2,81.0,55,0,469,1,0,0,1,1,3,441 days 06:59:03.738000
Major,Sub-task,brucem,0,1,149.0,47,0,468,1,0,0,1,1,3,578 days 06:33:50.199000
Major,Improvement,brucem,0,8,105.0,68,0,467,1,0,1,1,1,3,587 days 07:04:37.076000
Major,Bug,jmhodges,0,8,879.0,68,2,465,1,0,1,0,0,3,19 days 23:10:11.659000
Major,Improvement,brucem,0,6,129.0,63,1,464,1,0,0,0,0,3,486 days 18:35:10.140000
Blocker,Improvement,jmhodges,0,2,346.0,48,1,463,1,0,1,0,6,3,348 days 10:29:56.345000
Major,Bug,jmhodges,0,6,160.0,32,1,461,1,0,1,0,6,3,20 days 00:09:04.006000
Major,Improvement,brucem,0,2,113.0,39,0,460,1,0,1,0,4,3,0 days 00:39:52.555000
Major,New Feature,cutting,0,6,113.0,61,5,458,1,1,0,1,2,3,684 days 20:45:57.433000
Major,New Feature,cutting,0,2,116.0,62,6,456,1,1,0,1,2,3,684 days 20:57:11.151000
Minor,Improvement,dmdabbs,0,3,109.0,38,1,455,1,1,1,0,0,3,0 days 06:06:55.071000
Minor,Improvement,ijuma,0,1,70.0,61,2,454,1,1,1,0,5,3,6 days 07:50:29.513000
Major,Improvement,brucem,0,1,141.0,20,0,453,1,0,0,0,4,3,0 days 03:21:40.658000
Major,Improvement,brucem,0,1,229.0,15,0,452,1,0,1,0,4,3,0 days 03:12:36.617000
Major,Improvement,hammer,0,2,288.0,84,0,451,1,0,1,0,3,3,14 days 12:12:53.617000
Blocker,Bug,phunt,0,10,1712.0,72,1,450,2,0,1,0,3,3,32 days 22:12:17.889000
Major,New Feature,brucem,0,8,325.0,35,1,449,1,0,1,1,3,3,11 days 16:26:52.631000
Major,Bug,brucem,0,4,26.0,55,0,448,1,0,1,0,2,3,0 days 19:19:22.003000
Blocker,Bug,cutting,0,10,679.0,30,1,447,1,0,1,0,2,3,99 days 21:28:57.368000
Major,Improvement,cutting,0,1,329.0,64,1,446,1,0,1,0,2,3,9 days 19:55:58.529000
Major,New Feature,brucem,0,3,613.0,80,0,445,1,0,1,0,1,3,1 days 08:16:17.590000
Major,Improvement,brucem,0,2,0.0,12,1,444,1,0,0,0,1,3,1 days 12:04:50.406000
Major,Sub-task,brucem,0,3,234.0,67,0,443,1,0,0,0,1,3,1 days 15:31:52.107000
Major,Sub-task,brucem,0,2,471.0,55,0,442,1,0,1,0,1,3,1 days 15:59:23.633000
Major,Bug,brucem,0,5,207.0,42,1,441,1,0,1,0,1,3,693 days 05:03:52.092000
Major,Bug,brucem,0,4,514.0,34,0,440,1,0,1,0,1,3,3 days 09:19:05.985000
Minor,Improvement,brucem,0,6,129.0,56,0,439,1,0,1,0,1,3,0 days 17:03:29.025000
Trivial,Improvement,amichai,0,4,2369.0,48,2,438,1,0,1,0,1,3,1 days 21:36:27.202000
Trivial,Bug,amichai,0,2,16.0,22,2,437,2,0,1,0,1,3,0 days 23:58:18.181000
Major,Bug,cutting,0,3,80.0,29,0,433,1,1,1,0,4,2,4 days 23:59:01.074000
Major,New Feature,cutting,0,5,523.0,51,1,432,1,1,1,0,4,2,5 days 23:16:29.568000
Major,Bug,cutting,0,2,118.0,41,0,431,1,1,1,0,3,2,4 days 23:59:49.944000
Major,Improvement,massie,0,2,242.0,49,0,430,1,0,0,0,1,2,0 days 00:04:35.971000
Major,Improvement,massie,0,4,0.0,47,1,428,1,0,0,0,0,2,0 days 20:04:18.227000
Minor,Improvement,kingryan,0,4,152.0,33,1,426,1,0,0,0,0,2,2 days 07:05:29.873000
Major,Bug,scott_carey,0,6,465.0,41,1,424,1,0,1,0,5,2,5 days 00:03:59.889000
Major,Improvement,urandom,0,10,91.0,42,1,423,1,0,1,0,4,2,27 days 13:04:38.200000
Major,Bug,sbanacho,0,2,558.0,34,0,422,1,0,0,0,4,2,0 days 01:26:00.711000
Major,Bug,cutting,0,3,167.0,28,1,421,1,0,0,0,4,2,0 days 17:05:13.123000
Major,Bug,massie,0,6,52.0,49,1,418,1,0,0,0,2,2,26 days 20:40:13.709000
Major,Bug,scott_carey,0,2,352.0,59,0,417,1,1,4,0,1,2,2 days 02:29:11.420000
Major,Bug,ryanobjc,0,5,271.0,58,1,416,1,1,1,0,0,2,1 days 02:05:51.950000
Major,Improvement,hammer,0,9,1670.0,61,1,415,1,0,0,0,5,2,3 days 15:13:53.217000
Major,New Feature,scott_carey,0,8,286.0,71,1,414,1,1,0,0,4,2,7 days 05:08:13.111000
Major,Bug,jmhodges,0,1,60.0,46,0,413,1,0,0,0,1,2,0 days 01:08:02.725000
Major,Improvement,massie,0,1,129.0,38,0,412,1,0,0,0,1,2,0 days 02:09:50.704000
Major,Bug,jmhodges,0,4,73.0,34,1,411,1,0,0,0,1,2,0 days 17:03:03.093000
Major,Improvement,massie,0,1,173.0,41,1,410,1,0,0,0,1,2,0 days 00:04:47.043000
Major,Improvement,massie,0,1,86.0,83,1,409,1,0,0,0,5,2,0 days 00:06:16.033000
Major,Bug,massie,0,2,42.0,29,0,408,1,0,0,0,5,2,0 days 00:02:39.929000
Blocker,Bug,cutting,0,7,700.0,28,1,407,1,1,0,0,4,2,3 days 00:21:34.150000
Major,New Feature,tlipcon,1,28,617.0,27,12,405,1,1,0,0,4,2,145 days 22:41:01.851000
Major,Improvement,massie,0,1,144.0,53,1,403,1,0,0,0,4,2,0 days 03:52:41.693000
Major,New Feature,massie,0,1,134.0,66,0,402,1,0,0,0,3,2,0 days 00:06:55.547000
Major,Bug,tomwhite,0,2,89.0,86,1,401,1,0,1,0,3,2,0 days 02:28:43.469000
Minor,Improvement,eli,0,2,161.0,36,1,400,1,0,0,0,3,2,1 days 15:22:23.600000
Major,Test,hammer,0,10,0.0,64,1,399,1,0,0,0,3,2,6 days 14:57:58.843000
Major,Bug,eli,0,2,51.0,33,1,398,1,0,0,0,3,2,1 days 14:51:29.625000
Trivial,Improvement,hammer,0,1,161.0,58,0,397,1,0,0,0,3,2,0 days 00:06:51.873000
Minor,Improvement,eli,0,3,0.0,41,2,396,1,0,0,0,3,2,525 days 20:23:33.419000
Major,Improvement,eli,0,2,0.0,28,1,395,1,0,0,0,3,2,0 days 00:15:10.118000
Major,Improvement,massie,0,1,231.0,61,1,394,1,0,0,0,2,2,0 days 00:32:22.375000
Minor,New Feature,jmhodges,0,4,230.0,35,1,393,1,1,0,0,2,2,0 days 01:00:33.424000
Critical,Improvement,scott_carey,0,47,2787.0,51,2,392,1,1,0,0,2,2,16 days 10:57:10.153000
Major,Bug,thiru_mg,0,2,438.0,64,0,390,1,1,0,0,6,1,1 days 12:03:13.746000
Major,Bug,thiru_mg,0,2,242.0,43,0,389,1,1,0,0,6,1,1 days 12:21:23.393000
Major,Improvement,thiru_mg,0,7,3207.0,44,0,388,1,1,0,0,5,1,3 days 16:14:17.951000
Minor,Bug,marmbrus,0,12,2020.0,77,1,387,1,1,1,0,4,1,3 days 23:45:48.035000
Major,Improvement,philip,0,5,145.0,36,1,386,1,0,1,0,4,1,4 days 11:39:07.502000
Major,Bug,thiru_mg,0,2,135.0,54,0,385,1,1,0,0,3,1,1 days 02:56:56.900000
Major,Improvement,massie,0,1,196.0,45,0,384,1,0,0,0,3,1,0 days 02:26:48.802000
Major,Improvement,thiru_mg,0,9,448.0,46,0,383,1,1,0,0,2,1,5 days 11:45:46.436000
Minor,Bug,marmbrus,0,4,2149.0,68,1,382,1,1,1,0,2,1,0 days 15:04:42.266000
Major,Improvement,massie,0,1,0.0,75,0,381,1,0,0,0,2,1,0 days 00:04:34.740000
Major,Improvement,scott_carey,0,12,427.0,70,2,380,3,1,1,0,2,1,2 days 18:04:18.169000
Major,Improvement,massie,0,1,267.0,57,0,379,1,0,0,0,1,1,0 days 00:08:24.656000
Major,Improvement,massie,0,1,174.0,65,0,378,1,0,0,0,1,1,0 days 00:03:35.984000
Major,Improvement,massie,0,1,217.0,48,0,377,1,0,0,0,1,1,0 days 00:06:07.820000
Major,Bug,thiru_mg,0,4,147.0,40,0,375,1,1,0,0,0,1,1 days 14:18:42.591000
Minor,Bug,thiru_mg,0,7,607.0,79,0,374,1,0,0,0,6,1,23 days 18:04:35.583000
Major,Bug,cutting,0,3,411.0,35,0,373,1,1,0,0,5,1,3 days 12:34:50.786000
Major,Task,tlipcon,1,12,263.0,40,2,372,1,1,0,0,5,1,146 days 19:06:31.073000
Major,Improvement,massie,0,1,85.0,40,0,371,1,0,0,0,5,1,0 days 00:05:23.961000
Major,Improvement,massie,0,1,547.0,44,0,370,1,0,0,0,4,1,0 days 00:08:11.433000
Major,Improvement,massie,0,1,100.0,45,0,369,1,0,0,0,4,1,0 days 00:06:02.286000
Blocker,Improvement,philip,0,4,297.0,77,1,368,1,0,1,0,4,1,4 days 00:20:39.144000
Major,Improvement,massie,0,1,905.0,51,0,367,1,0,0,0,4,1,0 days 00:47:36.168000
Major,Improvement,massie,0,1,231.0,41,1,364,1,0,0,0,3,1,0 days 05:28:28.243000
Major,Improvement,philip,0,3,375.0,85,1,363,1,1,0,0,3,1,0 days 16:54:54.037000
Major,Test,hammer,0,1,0.0,102,0,362,1,0,0,0,3,1,0 days 00:49:00.818000
Blocker,Bug,scott_carey,0,5,2294.0,63,2,361,1,1,0,0,3,1,12 days 04:32:59.317000
Major,Task,massie,0,1,231.0,48,1,360,1,0,0,0,2,1,0 days 00:06:10.199000
Major,Improvement,massie,0,0,109.0,49,1,359,1,0,0,0,2,1,0 days 00:07:51.489000
Major,Bug,massie,0,2,0.0,38,0,356,1,0,0,0,2,1,0 days 00:03:24.023000
Minor,Bug,kevinoliver,0,4,301.0,68,0,355,1,1,1,0,1,1,5 days 11:09:55.524000
Minor,Improvement,kevinoliver,0,7,309.0,50,2,354,1,1,1,0,1,1,6 days 17:46:58.445000
Major,Improvement,massie,0,1,160.0,60,0,353,1,0,0,0,1,1,0 days 00:03:57.057000
Major,Bug,massie,0,0,130.0,47,0,352,1,0,0,0,1,1,0 days 00:10:11.943000
Major,Improvement,philip,0,3,71.0,80,0,351,1,1,0,0,1,1,0 days 01:59:55.536000
Major,Sub-task,kevinoliver,0,7,139.0,68,1,350,1,1,1,0,1,1,14 days 05:07:39.053000
Major,Improvement,sbanacho,0,3,591.0,34,1,349,0,0,0,0,0,1,28 days 21:41:33.897000
Minor,Bug,stevel@apache.org,1,2,446.0,53,0,348,1,0,1,0,0,1,331 days 09:29:11.252000
Major,Bug,massie,0,1,221.0,73,0,347,1,0,0,0,0,1,0 days 00:06:01.331000
Major,New Feature,massie,0,1,378.0,49,1,346,1,0,0,0,0,1,0 days 00:28:03.528000
Major,Improvement,thiru_mg,0,2,847.0,33,1,345,1,1,0,0,5,1,3 days 02:22:47.261000
Major,Improvement,massie,0,3,1540.0,36,2,344,1,0,0,0,4,1,0 days 02:55:05.444000
Minor,Improvement,philip,0,4,116.0,48,0,343,2,1,0,0,4,1,10 days 20:14:11.885000
Major,Improvement,cutting,0,1,158.0,30,0,342,1,1,0,0,4,1,19 days 22:18:04.056000
Major,Improvement,cutting,0,9,78.0,30,2,340,1,0,0,0,4,1,19 days 23:02:35.255000
Major,Improvement,philip,0,3,49.0,55,0,339,1,0,1,0,4,1,3 days 03:02:43.834000
Major,Bug,thiru_mg,0,8,268.0,41,0,338,1,1,0,0,4,1,0 days 00:35:35.102000
Major,Bug,thiru_mg,0,1,233.0,54,0,337,1,1,0,0,4,1,0 days 17:43:01.558000
Major,Bug,scott_carey,0,6,1544.0,39,2,336,1,1,1,0,4,1,3 days 16:34:05.465000
Major,Bug,cutting,0,0,257.0,36,1,335,1,0,0,0,3,1,0 days 02:42:49.804000
Major,Improvement,hammer,0,9,125.0,80,1,334,1,0,0,0,3,1,63 days 13:35:16.240000
Major,Improvement,hammer,0,2,50.0,108,1,331,2,0,0,0,3,1,146 days 10:07:11.879000
Major,Improvement,hammer,0,1,120.0,94,1,330,1,0,0,0,3,1,0 days 01:32:46.120000
Major,Bug,hammer,0,1,38.0,62,0,329,1,0,0,0,3,1,0 days 00:35:16.353000
Major,Improvement,thiru_mg,0,2,388.0,70,2,328,1,1,0,0,3,1,1 days 15:07:32.905000
Major,Improvement,thiru_mg,0,16,344.0,52,4,327,1,1,0,0,3,1,21 days 14:04:44.630000
Major,New Feature,hammer,0,1,0.0,42,0,326,1,0,0,0,3,1,0 days 15:32:09.462000
Major,New Feature,hammer,0,1,0.0,28,0,325,1,0,0,0,3,1,35 days 17:55:06.297000
Major,Improvement,hammer,0,4,17.0,85,1,324,1,1,0,0,3,1,47 days 22:54:09.387000
Major,New Feature,hammer,0,10,0.0,43,2,323,1,1,0,0,2,1,19 days 21:40:15.201000
Major,New Feature,hammer,0,4,0.0,82,1,322,1,0,0,0,2,1,21 days 09:47:01.868000
Major,Test,hammer,0,23,0.0,32,1,321,2,1,0,0,2,1,21 days 22:43:21.893000
Major,Improvement,cutting,0,4,514.0,31,0,320,1,1,0,0,2,1,0 days 02:51:32.830000
Major,Test,cutting,0,2,59.0,28,1,317,1,1,0,0,2,1,0 days 04:25:24.171000
Major,Bug,jfolson,1,4,906.0,101,3,1456,1,1,1,0,2,2,0 days 01:06:04.795000
Blocker,Bug,hammer,0,14,381.0,100,2,318,1,0,0,0,2,1,34 days 04:02:48.946000
Major,Improvement,thiru_mg,0,4,889.0,43,2,316,1,1,0,0,2,1,2 days 04:39:01.266000
Major,Improvement,thiru_mg,0,7,621.0,41,1,315,1,1,0,0,2,1,1 days 05:43:50.482000
Major,Improvement,kimballa,0,10,153.0,46,2,314,2,1,0,0,2,1,0 days 20:13:31.756000
Major,Bug,thiru_mg,0,4,1391.0,88,1,313,1,1,0,0,2,1,2 days 00:52:04.363000
Major,Improvement,cutting,0,3,91.0,30,1,310,1,0,0,0,1,1,0 days 03:09:25.524000
Major,Bug,hammer,0,5,0.0,89,1,309,1,0,0,0,1,1,0 days 21:08:59.539000
Major,Bug,hammer,0,1,330.0,68,1,308,1,0,0,0,1,1,2 days 18:39:19.740000
Major,New Feature,hammer,0,1,87.0,22,0,307,1,0,0,0,0,1,0 days 00:15:17.732000
Major,Improvement,kingryan,0,6,191.0,9,2,306,1,0,0,0,0,1,8 days 02:11:59.288000
Major,Improvement,thiru_mg,0,3,228.0,70,1,304,1,1,0,0,6,1,2 days 20:13:16.324000
Major,New Feature,hammer,0,1,0.0,73,0,302,1,0,0,0,6,1,0 days 00:07:25.587000
Major,New Feature,hammer,0,12,0.0,73,1,301,1,0,1,0,6,1,796 days 17:07:53.924000
Major,New Feature,hammer,0,7,135.0,55,2,300,1,0,0,0,5,1,796 days 17:12:26.325000
Major,Test,hammer,0,2,200.0,54,1,299,1,0,0,0,5,1,1 days 08:22:47.165000
Major,Improvement,philip,0,1,489.0,68,1,298,1,1,0,0,5,1,4 days 21:17:37.425000
Minor,Improvement,philip,0,1,52.0,54,1,297,1,1,0,0,4,1,4 days 15:22:05.852000
Minor,New Feature,philip,1,4,77.0,48,2,296,1,1,0,0,4,1,447 days 20:20:09.597000
Major,Improvement,jmhsieh,0,5,1837.0,66,1,295,1,1,1,0,4,1,33 days 06:21:30.024000
Major,Improvement,hammer,0,2,0.0,104,0,294,1,0,0,0,3,1,2 days 18:54:48.951000
Major,Test,hammer,0,4,0.0,43,0,293,1,0,0,0,3,1,0 days 07:20:49.160000
Major,Test,hammer,0,2,165.0,108,1,292,1,0,0,0,3,1,0 days 18:14:50.694000
Major,Bug,urandom,0,3,265.0,33,1,291,1,1,1,0,1,1,1 days 19:09:38.574000
Major,Bug,urandom,0,3,98.0,19,1,290,1,1,1,0,1,1,0 days 14:27:14.875000
Major,Test,hammer,0,2,0.0,60,1,289,1,0,0,0,1,1,3 days 16:47:53.965000
Major,Improvement,hammer,0,1,0.0,60,1,288,1,0,0,0,1,1,7 days 20:21:45.693000
Major,Test,hammer,0,29,0.0,58,3,287,1,0,0,0,1,1,41 days 20:01:13.770000
Major,New Feature,cutting,0,12,136.0,21,3,285,1,0,0,0,0,1,129 days 01:02:35.603000
Major,Improvement,hammer,0,7,110.0,56,1,284,1,0,0,0,0,1,162 days 11:40:44.743000
Minor,Bug,philip,0,2,449.0,43,0,282,1,1,0,0,0,1,8 days 17:05:24.670000
Major,Bug,thiru_mg,0,1,665.0,51,0,281,1,1,0,0,0,1,6 days 14:00:12.796000
Major,Bug,hammer,0,1,168.0,64,2,280,1,0,0,0,0,1,3 days 18:45:12.695000
Minor,New Feature,philip,0,4,143.0,42,1,279,1,1,0,0,3,12,7 days 19:18:59.742000
Major,Improvement,cutting,0,7,234.0,53,1,278,1,1,0,0,3,12,7 days 21:30:17.647000
Major,Bug,philip,0,3,132.0,48,1,277,1,1,0,0,3,12,416 days 03:47:50.026000
Minor,Bug,philip,0,2,168.0,52,0,276,1,1,0,0,3,12,0 days 00:17:59.083000
Minor,New Feature,philip,0,4,55.0,40,1,275,1,1,0,0,3,12,8 days 00:24:11.454000
Major,New Feature,cutting,0,3,129.0,41,2,274,1,1,0,0,3,12,13 days 04:33:02.792000
Minor,New Feature,philip,0,5,256.0,68,1,273,1,1,0,0,3,12,8 days 17:20:22.344000
Major,New Feature,philip,0,2,139.0,46,1,272,1,1,0,0,2,12,0 days 22:10:48.060000
Major,New Feature,philip,0,6,349.0,67,1,271,1,1,0,0,2,12,5 days 22:32:13.417000
Minor,Test,philip,0,2,209.0,62,0,269,1,1,0,0,2,12,1 days 00:17:09.474000
Major,Improvement,massie,0,9,704.0,73,2,268,1,0,0,0,1,12,16 days 19:37:18.266000
Major,New Feature,philip,0,7,277.0,72,1,267,1,1,0,0,1,12,2 days 00:54:03.360000
Major,Improvement,hammer,0,5,96.0,99,1,264,1,0,0,0,2,12,13 days 05:32:40.159000
Minor,Improvement,tlipcon,0,5,155.0,36,1,263,1,1,1,0,1,12,6 days 23:39:12.202000
Major,Bug,hammer,0,1,243.0,25,0,262,1,0,0,0,1,12,7 days 18:48:37.300000
Minor,New Feature,kevinoliver,0,20,266.0,29,2,261,1,1,0,0,4,12,52 days 08:39:36.516000
Major,Improvement,kevinoliver,0,3,58.0,42,0,260,1,1,0,0,4,12,11 days 05:04:35.385000
Trivial,Bug,kevinoliver,0,3,193.0,70,2,259,1,1,0,0,4,12,21 days 06:49:01.365000
Major,New Feature,tlipcon,0,20,219.0,44,5,258,1,0,0,0,4,12,13 days 11:42:31.455000
Trivial,Bug,kevinoliver,0,7,196.0,17,1,257,1,1,0,0,1,12,0 days 02:15:50.066000
Major,Bug,cutting,1,4,154.0,42,1,256,1,1,0,0,0,12,1 days 02:43:48.956000
Major,Bug,cutting,0,5,207.0,43,1,255,1,1,0,0,0,12,1 days 02:52:44.779000
Major,New Feature,hammer,0,3,207.0,30,0,254,1,0,0,0,0,12,21 days 08:44:16.687000
Major,Improvement,hammer,0,2,305.0,105,1,253,1,0,0,0,0,12,29 days 15:41:59.247000
Minor,Improvement,rsgoodman,0,1,745.0,79,1,252,1,1,0,0,4,12,31 days 09:22:27.329000
Major,New Feature,cutting,0,3,323.0,85,0,250,1,1,0,0,1,12,1 days 23:07:20.741000
Major,Improvement,cutting,0,11,212.0,49,0,249,1,1,0,0,4,12,1 days 00:03:28.905000
Major,Bug,philip,0,9,49.0,76,0,247,1,1,0,0,1,12,7 days 00:20:08.302000
Minor,Improvement,thiru_mg,1,5,147.0,74,1,246,1,1,0,0,1,12,7 days 18:17:08.813000
Minor,New Feature,philip,0,24,91.0,68,0,245,1,1,0,0,1,12,29 days 18:54:30.161000
Minor,Improvement,philip,0,3,105.0,30,0,244,1,1,0,0,1,12,99 days 13:32:03.385000
Major,Improvement,sbanacho,0,12,236.0,34,1,243,1,0,0,0,0,11,45 days 19:26:18.401000
Major,New Feature,cutting,0,7,193.0,35,1,242,1,1,0,0,2,11,7 days 22:41:39.594000
Major,Improvement,cutting,0,6,418.0,35,1,241,1,1,0,0,2,11,9 days 01:06:57.251000
Major,Improvement,hammer,0,7,231.0,77,1,240,1,0,0,0,2,11,6 days 14:52:03.313000
Blocker,Bug,owen.omalley,0,2,208.0,68,1,238,1,1,0,0,1,11,7 days 00:59:02.567000
Major,Improvement,cutting,0,5,329.0,26,1,237,1,1,0,0,1,11,0 days 21:57:25.473000
Major,Improvement,cutting,0,3,71.0,46,1,236,1,1,0,0,1,11,0 days 02:01:07.241000
Major,Improvement,sbanacho,0,3,242.0,23,0,234,1,0,0,0,5,11,3 days 06:36:53.429000
Major,Improvement,philip,0,2,393.0,21,1,233,1,1,0,0,5,11,4 days 16:50:14.472000
Major,Bug,sbanacho,0,1,0.0,35,0,232,1,0,0,0,5,11,0 days 00:11:27.936000
Major,Improvement,sbanacho,0,3,45.0,12,0,231,1,0,0,0,4,11,54 days 08:25:55.290000
Major,Improvement,tomwhite,0,4,147.0,42,2,229,1,1,1,0,4,11,0 days 15:42:00.760000
Major,Bug,tlipcon,0,2,308.0,50,1,227,1,0,1,0,4,11,0 days 17:05:33.267000
Major,Improvement,metcalfc,0,1,328.0,55,1,226,1,0,0,0,4,11,56 days 12:56:39.990000
Major,Bug,cutting,0,2,219.0,73,0,225,1,1,0,0,4,11,0 days 15:21:45.517000
Major,Improvement,massie,0,1,221.0,68,0,224,1,0,0,0,4,11,0 days 00:12:04.905000
Minor,Bug,philip,0,2,129.0,24,0,223,1,1,0,0,4,11,0 days 01:42:27.460000
Major,Bug,hammer,0,3,0.0,41,0,222,1,0,0,0,4,11,0 days 00:18:20.325000
Major,Improvement,philip,0,5,81.0,51,1,221,1,1,0,0,4,11,0 days 17:08:25.333000
Major,Improvement,sbanacho,0,3,1448.0,47,1,220,1,0,0,0,3,11,1 days 03:23:24.063000
Major,Improvement,hammer,0,17,225.0,106,1,219,1,0,0,0,3,11,46 days 07:18:43.935000
Major,Improvement,hammer,0,1,67.0,65,1,218,1,0,0,0,3,11,46 days 05:27:28.739000
Major,Improvement,hammer,0,2,0.0,30,1,216,1,0,0,0,3,11,0 days 16:30:46.771000
Major,Improvement,hammer,0,2,210.0,134,0,215,1,0,0,0,3,11,46 days 07:32:14.759000
Major,Improvement,cutting,0,2,91.0,35,0,213,1,0,0,0,2,11,5 days 23:48:39.803000
Major,Bug,thiru_mg,0,1,230.0,70,1,212,1,0,0,0,2,11,2 days 12:33:00.319000
Major,Bug,thiru_mg,0,4,178.0,40,1,211,1,0,0,0,2,11,1 days 06:02:34.820000
Major,Bug,thiru_mg,0,7,1314.0,59,1,210,1,0,0,0,2,11,1 days 06:04:28.158000
Major,Bug,phunt,0,11,140.0,56,1,208,1,0,1,0,2,11,78 days 14:06:37.736000
Minor,Bug,phunt,0,3,205.0,54,1,207,1,0,1,0,2,11,53 days 11:34:37.351000
Major,Bug,phunt,0,5,668.0,66,1,206,2,1,1,0,2,11,56 days 16:58:27.959000
Major,Improvement,sbanacho,0,1,218.0,35,1,205,1,0,0,0,1,11,47 days 22:15:48.900000
Major,Improvement,sbanacho,0,1,637.0,46,1,204,1,0,0,0,0,11,0 days 02:28:50.657000
Major,Improvement,hammer,0,3,179.0,73,0,203,1,0,0,0,0,11,2 days 13:05:00.980000
Minor,Improvement,hammer,0,14,137.0,34,1,202,1,0,0,0,0,11,3 days 15:42:26.236000
Major,Improvement,hammer,0,4,235.0,57,1,201,1,0,0,0,0,11,2 days 13:54:23.857000
Minor,Improvement,ehillenius,0,5,256.0,39,2,200,1,1,1,0,0,11,0 days 14:52:19.607000
Major,Improvement,hammer,0,12,954.0,29,1,199,1,0,0,0,0,11,3 days 13:40:46.388000
Major,Bug,phunt,0,2,394.0,78,1,198,1,0,1,0,6,11,63 days 23:36:43.310000
Major,Improvement,sbanacho,0,1,334.0,50,1,197,1,0,0,0,5,11,1 days 19:37:43.380000
Major,Improvement,massie,0,1,532.0,38,0,195,1,0,0,0,4,11,1 days 01:42:36.501000
Major,Bug,sbanacho,0,1,165.0,33,0,194,1,0,0,0,3,11,0 days 00:59:18.984000
Major,Bug,thiru_mg,0,3,129.0,37,0,193,1,0,0,0,3,11,0 days 16:53:50.769000
Minor,Improvement,cutting,0,4,162.0,61,1,192,1,1,0,0,2,11,0 days 00:41:54.661000
Major,Bug,cutting,0,3,276.0,32,0,191,1,0,0,0,2,11,1 days 00:52:31.552000
Major,Improvement,sbanacho,0,2,197.0,45,0,190,1,0,0,0,1,11,1 days 19:54:51.092000
Minor,Bug,cutting,0,1,207.0,19,0,189,1,0,0,0,1,11,0 days 04:54:36.039000
Trivial,Bug,cutting,0,2,173.0,26,0,188,1,0,0,0,1,11,0 days 03:31:07.606000
Major,Improvement,massie,0,6,137.0,76,0,187,1,0,0,0,1,11,0 days 10:23:19.006000
Major,Improvement,massie,0,2,228.0,36,1,186,1,0,3,0,0,11,1 days 02:34:20.659000
Major,Improvement,cutting,0,8,316.0,37,0,185,1,1,0,0,4,11,5 days 01:41:53.157000
Minor,Bug,thiru_mg,0,8,1674.0,36,0,184,1,1,0,0,4,11,27 days 20:39:53.275000
Major,Bug,cutting,0,14,264.0,53,0,182,1,1,0,0,3,11,6 days 00:44:14.797000
Major,Task,gkesavan,0,4,798.0,55,0,181,1,0,0,0,2,11,70 days 05:39:26.711000
Major,Improvement,sbanacho,0,1,185.0,36,0,180,1,0,0,0,1,11,0 days 00:12:06.624000
Major,Improvement,massie,0,1,137.0,38,1,179,1,0,3,0,1,11,0 days 16:50:07.544000
Major,Improvement,massie,0,1,148.0,67,0,178,1,0,3,0,0,11,1 days 03:25:03.891000
Major,Improvement,cutting,0,2,58.0,34,0,177,1,1,0,0,4,10,6 days 01:47:06.443000
Major,Bug,sbanacho,0,2,225.0,62,0,176,1,0,0,0,3,10,0 days 05:59:05.131000
Major,Improvement,massie,0,1,312.0,75,0,175,1,0,3,0,3,10,2 days 03:02:55.142000
Minor,Improvement,philip,0,3,142.0,44,0,174,1,1,0,0,2,10,133 days 17:34:41.510000
Minor,New Feature,philip,0,2,78.0,27,0,173,1,1,0,0,2,10,133 days 17:36:12.838000
Major,Improvement,massie,0,1,843.0,66,1,172,1,0,3,0,0,10,0 days 20:07:11.464000
Major,Bug,mrfish,0,10,736.0,61,1,171,1,1,1,0,5,10,19 days 10:57:21.495000
Major,Bug,mrfish,0,1,568.0,33,1,170,1,1,1,0,5,10,19 days 18:47:53.523000
Trivial,Bug,hammer,0,2,44.0,25,1,169,1,0,0,0,4,10,13 days 12:43:05.809000
Major,Improvement,massie,0,1,1316.0,63,0,168,0,0,3,0,3,10,0 days 20:54:06.864000
Major,Improvement,philip,0,1,465.0,57,0,167,1,1,0,0,2,10,0 days 11:22:56.443000
Major,Improvement,philip,0,2,536.0,74,0,166,1,1,0,0,2,10,0 days 11:04:27.891000
Minor,Bug,philip,0,2,152.0,43,0,165,1,1,0,0,2,10,0 days 11:20:35.197000
Major,Improvement,philip,0,2,296.0,70,0,164,1,1,0,0,2,10,21 days 18:45:42.872000
Critical,Improvement,massie,0,41,1940.0,56,3,163,4,1,0,0,1,10,83 days 02:12:34.385000
Major,Bug,massie,0,1,190.0,45,0,162,1,0,0,0,1,10,1 days 18:07:28.609000
Major,Test,hammer,0,6,196.0,110,1,161,1,0,0,0,1,10,63 days 15:47:32.703000
Major,Improvement,cutting,1,49,691.0,43,3,160,1,0,0,0,1,10,71 days 21:01:52.226000
Major,Sub-task,chirino,1,10,0.0,49,5,159,1,1,0,0,1,10,421 days 04:27:47.177000
Major,New Feature,hammer,0,6,68.0,34,1,158,1,1,0,0,1,10,17 days 04:43:36.421000
Major,Improvement,sbanacho,0,3,312.0,24,0,157,1,0,0,0,1,10,8 days 02:07:23.993000
Trivial,Bug,hammer,0,2,93.0,54,0,156,1,1,0,0,1,10,0 days 10:00:45.553000
