status,priority,updated,issue_type,reporter,created,resolutiondate,vote_count,project,assignee,comment_count,key,description_length,summary_length,watch_count,resolution,days_in_current_status,issue_number,num_components,component_java,num_affected_versions,num_labels,created_weekday,created_month,duration
Closed,Major,2013-05-02 02:29:29.767000+00:00,Sub-task,pwendell,2010-08-04 22:21:19.902000+00:00,2010-08-13 20:59:43.221000+00:00,0,AVRO,pwendell,10,AVRO-606,,42,0,Fixed,1257.85313769,606,1,1,0,0,2,8,8 days 22:38:23.319000
Closed,Major,2010-12-28 21:10:20.002000+00:00,Improvement,cutting,2010-08-04 18:22:59.910000+00:00,2010-08-10 17:10:21.760000+00:00,0,AVRO,cutting,11,AVRO-605,286.0,38,2,Fixed,1257.85314179,605,1,1,0,0,2,8,5 days 22:47:21.850000
Closed,Major,2010-09-08 21:08:02.374000+00:00,Bug,pwendell,2010-08-03 17:37:46.500000+00:00,2010-08-03 23:10:42.186000+00:00,0,AVRO,pwendell,2,AVRO-604,209.0,52,0,Fixed,1257.8531471,604,1,1,0,0,1,8,0 days 05:32:55.686000
Closed,Minor,2010-09-08 21:08:02.038000+00:00,Improvement,stuhood,2010-08-03 16:13:39.375000+00:00,2010-08-03 23:22:47.304000+00:00,0,AVRO,stuhood,5,AVRO-603,553.0,67,3,Fixed,1257.85315108,603,1,1,0,0,1,8,0 days 07:09:07.929000
Closed,Major,2010-09-08 21:08:01.698000+00:00,Improvement,yaojingguo,2010-08-03 14:37:47.468000+00:00,2010-08-04 18:52:45.306000+00:00,0,AVRO,yaojingguo,3,AVRO-602,198.0,38,0,Fixed,1257.8531549,602,1,0,1,0,1,8,1 days 04:14:57.838000
Closed,Minor,2010-09-08 21:08:01.169000+00:00,Improvement,darose,2010-07-27 21:08:09.882000+00:00,2010-08-03 22:50:09.897000+00:00,0,AVRO,cutting,10,AVRO-601,935.0,83,1,Fixed,1257.85316105,601,2,1,0,0,1,7,7 days 01:42:00.015000
Closed,Major,2010-09-08 21:08:00.816000+00:00,New Feature,cutting,2010-07-22 20:21:50.916000+00:00,2010-08-17 19:11:42.815000+00:00,0,AVRO,cutting,9,AVRO-600,675.0,43,3,Fixed,1257.85316523,600,2,1,0,0,3,7,25 days 22:49:51.899000
Closed,Major,2010-09-08 21:08:00.519000+00:00,Improvement,hammer,2010-07-19 22:21:18.124000+00:00,2010-07-28 05:00:46.169000+00:00,0,AVRO,,1,AVRO-599,,55,0,Won't Fix,1257.85316866,599,1,0,0,0,0,7,8 days 06:39:28.045000
Closed,Major,2010-09-08 21:08:00.050000+00:00,Bug,jtravis,2010-07-15 20:26:38.303000+00:00,2010-08-25 17:52:30.546000+00:00,0,AVRO,cutting,6,AVRO-598,451.0,75,0,Fixed,1257.85317409,598,1,1,2,0,3,7,40 days 21:25:52.243000
Closed,Minor,2010-09-08 21:07:59.620000+00:00,Bug,plinehan,2010-07-14 06:44:31.951000+00:00,2010-07-20 20:56:45.335000+00:00,0,AVRO,plinehan,7,AVRO-596,331.0,45,2,Fixed,1257.85317898,596,1,1,1,0,2,7,6 days 14:12:13.384000
Closed,Major,2013-05-02 02:29:29.771000+00:00,Sub-task,pwendell,2010-07-12 22:48:51.598000+00:00,2010-08-13 17:47:13.558000+00:00,0,AVRO,pwendell,13,AVRO-595,,42,4,Fixed,1257.85318376,595,1,1,0,0,0,7,31 days 18:58:21.960000
Closed,Major,2012-06-11 20:01:35.189000+00:00,New Feature,sseverance,2010-07-07 18:16:26.467000+00:00,2012-04-13 19:03:45.394000+00:00,8,AVRO,gwu,29,AVRO-593,124.0,49,18,Fixed,615.899294663,593,1,1,2,0,2,7,646 days 00:47:18.927000
Closed,Major,2010-09-08 21:07:58.719000+00:00,Bug,spullara,2010-07-06 00:42:08.753000+00:00,2010-07-06 03:32:05.324000+00:00,0,AVRO,thiru_mg,2,AVRO-591,3030.0,83,1,Duplicate,1257.8531895,591,1,1,1,0,1,7,0 days 02:49:56.571000
Closed,Major,2010-09-08 21:07:58.420000+00:00,Bug,cutting,2010-07-01 20:20:50.190000+00:00,2010-08-23 20:53:32.628000+00:00,0,AVRO,cutting,4,AVRO-590,84.0,36,0,Fixed,1257.85319298,590,1,1,0,0,3,7,53 days 00:32:42.438000
Closed,Major,2010-09-08 21:07:58.087000+00:00,Bug,cjcdoomed,2010-07-01 19:41:28.755000+00:00,2010-07-05 03:18:31.291000+00:00,0,AVRO,thiru_mg,4,AVRO-589,1232.0,135,1,Fixed,1257.85319673,589,1,1,5,0,3,7,3 days 07:37:02.536000
Closed,Major,2010-09-08 21:07:57.619000+00:00,Improvement,hammer,2010-06-30 09:46:58.512000+00:00,2010-08-25 19:36:12.385000+00:00,0,AVRO,hammer,15,AVRO-588,,62,1,Duplicate,1257.85320218,588,1,0,0,0,2,6,56 days 09:49:13.873000
Closed,Major,2011-12-13 19:06:51.236000+00:00,Sub-task,pwendell,2010-06-24 21:47:15.833000+00:00,2010-07-28 19:34:04.894000+00:00,0,AVRO,pwendell,10,AVRO-587,,39,1,Fixed,1257.85320651,587,1,1,0,0,3,6,33 days 21:46:49.061000
Closed,Minor,2010-09-08 21:07:56.916000+00:00,Improvement,kkrugler,2010-06-24 16:46:33.080000+00:00,2010-08-12 01:13:26.021000+00:00,0,AVRO,kkrugler,5,AVRO-586,138.0,46,1,Fixed,1257.85321029,586,1,1,0,0,3,6,48 days 08:26:52.941000
Closed,Major,2011-08-12 20:23:46.575000+00:00,New Feature,cutting,2010-06-24 16:08:13.191000+00:00,2011-06-29 22:03:17.738000+00:00,0,AVRO,,3,AVRO-585,178.0,21,6,Duplicate,919.883885579,585,1,1,0,0,3,6,370 days 05:55:04.547000
Closed,Major,2011-12-13 19:06:53.169000+00:00,Sub-task,pwendell,2010-06-23 21:37:25.593000+00:00,2010-06-24 22:05:19.303000+00:00,0,AVRO,pwendell,8,AVRO-584,,33,0,Fixed,1257.85321557,584,1,1,0,0,2,6,1 days 00:27:53.710000
Closed,Minor,2010-09-08 21:07:56.089000+00:00,Bug,spullara,2010-06-22 23:00:45.538000+00:00,2010-08-03 23:04:32.673000+00:00,0,AVRO,cutting,14,AVRO-583,460.0,116,1,Fixed,1257.85321998,583,1,1,1,0,1,6,42 days 00:03:47.135000
Closed,Major,2010-09-08 21:07:55.706000+00:00,Improvement,cutting,2010-06-17 18:46:24.322000+00:00,2010-07-23 18:15:14.339000+00:00,0,AVRO,cutting,5,AVRO-582,327.0,65,1,Fixed,1257.8532244,582,1,1,0,0,3,6,35 days 23:28:50.017000
Closed,Major,2010-09-08 21:07:55.269000+00:00,New Feature,cutting,2010-06-17 17:40:08.011000+00:00,2010-07-21 21:20:51.505000+00:00,1,AVRO,cutting,9,AVRO-581,602.0,73,1,Fixed,1257.85322946,581,1,1,0,0,3,6,34 days 03:40:43.494000
Closed,Major,2010-09-08 21:07:54.911000+00:00,New Feature,cutting,2010-06-17 17:28:55.543000+00:00,2010-07-21 21:16:59.182000+00:00,0,AVRO,cutting,5,AVRO-580,203.0,41,1,Fixed,1257.85323361,580,1,1,0,0,3,6,34 days 03:48:03.639000
Closed,Major,2011-12-13 19:06:49.533000+00:00,Sub-task,pwendell,2010-06-17 03:21:43.091000+00:00,2010-06-24 21:59:06.427000+00:00,0,AVRO,,0,AVRO-579,,55,1,Duplicate,1271.94081215,579,1,1,0,0,3,6,7 days 18:37:23.336000
Closed,Major,2010-09-08 21:07:54.525000+00:00,Sub-task,pwendell,2010-06-15 21:59:41.497000+00:00,2010-06-26 00:05:08.680000+00:00,0,AVRO,pwendell,15,AVRO-578,468.0,35,1,Fixed,1257.85323799,578,1,1,0,0,1,6,10 days 02:05:27.183000
Closed,Major,2010-09-08 21:07:54.102000+00:00,New Feature,tomwhite,2010-06-14 20:39:53.687000+00:00,2010-06-15 21:51:15.237000+00:00,0,AVRO,tomwhite,4,AVRO-577,295.0,37,1,Fixed,1257.85324298,577,1,1,0,0,0,6,1 days 01:11:21.550000
Resolved,Major,2013-01-21 11:03:14.570000+00:00,Bug,tomwhite,2010-06-14 04:32:54.901000+00:00,2013-01-21 11:03:14.550000+00:00,0,AVRO,,4,AVRO-575,114.0,90,5,Not A Problem,392.273145003,575,1,1,0,0,0,6,952 days 06:30:19.649000
Closed,Major,2010-08-25 19:01:47.684000+00:00,Bug,tomwhite,2010-06-14 04:08:32.601000+00:00,2010-06-14 16:18:09.289000+00:00,0,AVRO,,1,AVRO-574,143.0,43,0,Duplicate,1271.94081705,574,1,1,0,0,0,6,0 days 12:09:36.688000
Closed,Major,2010-09-08 21:07:53.723000+00:00,Bug,hammer,2010-06-11 05:16:11.765000+00:00,2010-07-28 19:46:09.334000+00:00,0,AVRO,cutting,14,AVRO-573,75.0,87,2,Fixed,1257.85324736,573,2,1,0,0,4,6,47 days 14:29:57.569000
Closed,Major,2010-09-08 21:07:53.417000+00:00,Bug,hammer,2010-06-09 22:36:21.101000+00:00,2010-06-09 23:18:40.812000+00:00,0,AVRO,hammer,1,AVRO-571,,76,1,Fixed,1257.85325091,571,1,0,0,0,2,6,0 days 00:42:19.711000
Closed,Major,2010-09-08 21:07:52.998000+00:00,New Feature,cutting,2010-06-07 22:08:55.172000+00:00,2010-06-18 19:06:59.111000+00:00,0,AVRO,pwendell,12,AVRO-567,105.0,41,3,Fixed,1257.85325576,567,1,1,0,0,0,6,10 days 20:58:03.939000
Closed,Major,2010-09-08 21:07:52.674000+00:00,Wish,hammer,2010-06-07 02:47:02.485000+00:00,2010-06-07 17:57:18.665000+00:00,0,AVRO,cutting,5,AVRO-566,430.0,69,1,Fixed,1257.85325951,566,1,1,0,0,0,6,0 days 15:10:16.180000
Closed,Major,2012-09-25 21:22:59.748000+00:00,Bug,hammer,2010-06-06 03:01:43.222000+00:00,2012-04-16 21:16:07.871000+00:00,1,AVRO,,13,AVRO-565,82.0,33,3,Invalid,509.842760956,565,1,0,0,0,6,6,680 days 18:14:24.649000
Closed,Major,2010-06-14 01:37:08.947000+00:00,Bug,jmhodges,2010-06-04 05:51:29.900000+00:00,2010-06-04 06:42:09.284000+00:00,0,AVRO,jmhodges,4,AVRO-562,106.0,39,0,Fixed,1344.66626562,562,1,0,1,0,4,6,0 days 00:50:39.384000
Closed,Major,2010-06-14 01:37:08.625000+00:00,Improvement,hammer,2010-06-03 18:01:36.994000+00:00,2010-06-04 00:27:53.436000+00:00,0,AVRO,hammer,4,AVRO-560,,58,0,Fixed,1344.66626934,560,1,0,0,0,3,6,0 days 06:26:16.442000
Closed,Major,2010-06-14 01:37:08.345000+00:00,Improvement,hammer,2010-06-03 11:26:16.404000+00:00,2010-06-04 00:59:07.846000+00:00,0,AVRO,,3,AVRO-559,104.0,111,1,Fixed,1344.66627259,559,1,0,0,0,3,6,0 days 13:32:51.442000
Closed,Major,2010-08-25 19:01:47.331000+00:00,Bug,hammer,2010-06-03 11:11:24.690000+00:00,2010-06-03 17:53:47.195000+00:00,0,AVRO,,3,AVRO-558,260.0,93,1,Won't Fix,1271.9408212,558,1,1,0,0,3,6,0 days 06:42:22.505000
Closed,Major,2010-09-08 21:07:52.168000+00:00,Improvement,kevinoliver,2010-06-02 20:12:22.189000+00:00,2010-08-10 22:20:31.235000+00:00,0,AVRO,cutting,21,AVRO-557,252.0,31,3,Fixed,1257.85326539,557,1,1,1,1,2,6,69 days 02:08:09.046000
Closed,Major,2010-06-14 01:37:07.871000+00:00,Improvement,wrightd,2010-05-31 20:12:44.229000+00:00,2010-06-06 02:16:10.226000+00:00,0,AVRO,,3,AVRO-556,845.0,61,1,Fixed,1344.66627808,556,1,0,1,0,0,5,5 days 06:03:25.997000
Closed,Major,2010-06-14 01:37:07.508000+00:00,Bug,jmhodges,2010-05-30 04:51:59.425000+00:00,2010-05-30 04:59:28.285000+00:00,0,AVRO,jmhodges,1,AVRO-555,357.0,22,0,Fixed,1344.66628229,555,1,0,1,0,6,5,0 days 00:07:28.860000
Closed,Major,2010-06-14 01:37:07.054000+00:00,Bug,grantr,2010-05-27 17:56:52.504000+00:00,2010-06-01 03:40:25.281000+00:00,0,AVRO,grantr,12,AVRO-554,140.0,57,1,Fixed,1344.66628743,554,1,0,2,0,3,5,4 days 09:43:32.777000
Closed,Major,2012-09-25 21:24:32.030000+00:00,Sub-task,brucem,2010-05-25 08:37:42.033000+00:00,2012-04-28 19:44:26.620000+00:00,0,AVRO,brucem,3,AVRO-552,,25,0,Fixed,509.841692966,552,1,0,0,0,1,5,704 days 11:06:44.587000
Closed,Major,2013-05-02 02:29:32.908000+00:00,Improvement,brucem,2010-05-25 02:33:23.263000+00:00,2012-04-28 19:41:42.390000+00:00,0,AVRO,,9,AVRO-551,68.0,32,0,Fixed,615.899288535,551,1,0,2,0,1,5,704 days 17:08:19.127000
Closed,Major,2013-05-02 02:29:32.911000+00:00,Improvement,brucem,2010-05-25 02:04:10.041000+00:00,2011-01-11 18:34:22.659000+00:00,0,AVRO,,1,AVRO-550,372.0,27,0,Won't Fix,1073.70824608,550,1,0,0,0,1,5,231 days 16:30:12.618000
Closed,Major,2011-03-12 00:32:53.951000+00:00,New Feature,brucem,2010-05-23 09:04:12.822000+00:00,2011-01-11 15:06:59.160000+00:00,0,AVRO,dcreager,4,AVRO-549,89.0,54,1,Fixed,1073.7108837,549,1,0,0,0,6,5,233 days 06:02:46.338000
Closed,Major,2010-06-14 01:37:06.567000+00:00,Bug,hammer,2010-05-22 01:46:18.933000+00:00,2010-05-24 10:16:22.376000+00:00,0,AVRO,hammer,6,AVRO-548,612.0,67,1,Fixed,1344.66629319,548,1,0,0,0,5,5,2 days 08:30:03.443000
Closed,Blocker,2011-03-12 00:32:54.497000+00:00,Sub-task,owen.omalley,2010-05-18 23:12:28.636000+00:00,2010-12-16 00:40:55.671000+00:00,1,AVRO,scott_carey,12,AVRO-545,100.0,39,2,Duplicate,1073.71087739,545,1,1,1,0,1,5,211 days 01:28:27.035000
Closed,Major,2010-09-08 21:07:51.649000+00:00,New Feature,hammer,2010-05-18 02:32:18.470000+00:00,2010-07-19 22:11:00.285000+00:00,0,AVRO,hammer,21,AVRO-544,152.0,70,1,Fixed,1257.85327142,544,1,1,0,0,1,5,62 days 19:38:41.815000
Closed,Major,2010-06-14 01:37:06.249000+00:00,Improvement,jmhodges,2010-05-15 04:10:13.214000+00:00,2010-05-19 22:31:00.042000+00:00,0,AVRO,jmhodges,3,AVRO-543,74.0,37,0,Fixed,1344.66629687,543,1,0,1,0,5,5,4 days 18:20:46.828000
Closed,Major,2010-08-25 19:01:46.625000+00:00,Bug,dbritsch,2010-05-14 18:39:41.663000+00:00,2010-05-14 19:04:11.849000+00:00,0,AVRO,,2,AVRO-542,431.0,19,1,Duplicate,1271.94082939,542,1,1,1,0,4,5,0 days 00:24:30.186000
Closed,Critical,2010-09-08 21:07:51.281000+00:00,Bug,cutting,2010-05-13 22:42:19.961000+00:00,2010-08-24 21:24:10.273000+00:00,0,AVRO,scott_carey,11,AVRO-541,726.0,40,1,Fixed,1257.85327556,541,1,1,0,0,3,5,102 days 22:41:50.312000
Closed,Minor,2010-09-08 21:07:47.924000+00:00,New Feature,urandom,2010-05-13 21:01:47.597000+00:00,2010-05-13 21:56:53.039000+00:00,0,AVRO,urandom,3,AVRO-540,568.0,28,0,Fixed,1257.85331454,540,1,1,1,0,3,5,0 days 00:55:05.442000
Closed,Major,2011-12-13 19:06:45.694000+00:00,New Feature,hammer,2010-05-11 17:17:21.030000+00:00,2011-06-16 09:35:35.971000+00:00,2,AVRO,jbaldassari,32,AVRO-539,,91,4,Fixed,919.884767534,539,1,1,0,0,1,5,400 days 16:18:14.941000
Closed,Major,2011-12-16 17:45:27.345000+00:00,Bug,jmhodges,2010-05-05 07:04:02.591000+00:00,2010-10-08 21:06:38.265000+00:00,0,AVRO,gabortorok,5,AVRO-537,104.0,53,2,Fixed,1221.93732244,537,1,0,1,0,2,5,156 days 14:02:35.674000
Closed,Major,2010-08-25 19:01:46.071000+00:00,Bug,wanliyang,2010-04-30 21:54:53.527000+00:00,2010-05-05 05:46:32.139000+00:00,0,AVRO,jmhodges,2,AVRO-535,1622.0,21,0,Invalid,1271.9408357,535,1,0,1,0,4,4,4 days 07:51:38.612000
Closed,Trivial,2010-09-08 21:07:47.489000+00:00,New Feature,qwertymaniac,2010-04-30 12:31:01.686000+00:00,2010-08-23 19:19:55.184000+00:00,0,AVRO,qwertymaniac,10,AVRO-534,1008.0,79,2,Fixed,1257.85331925,534,1,1,1,1,4,4,115 days 06:48:53.498000
Closed,Major,2011-05-17 12:35:27.560000+00:00,New Feature,hammer,2010-04-29 07:36:12.732000+00:00,2011-03-31 21:22:56.214000+00:00,9,AVRO,dona,58,AVRO-533,,27,13,Fixed,1017.93233503,533,1,0,1,0,3,4,336 days 13:46:43.482000
Closed,Major,2010-09-08 21:14:57.348000+00:00,Bug,wanliyang,2010-04-28 00:06:01.180000+00:00,2010-04-28 07:39:06.989000+00:00,0,AVRO,,3,AVRO-529,1983.0,37,0,Won't Fix,1257.8483443,529,1,0,1,0,2,4,0 days 07:33:05.809000
Closed,Major,2010-12-29 09:00:53.476000+00:00,New Feature,esteve,2010-04-25 16:30:08.285000+00:00,2010-08-26 21:17:31.663000+00:00,7,AVRO,esteve,13,AVRO-528,213.0,23,2,Fixed,1257.85332367,528,1,0,0,0,6,4,123 days 04:47:23.378000
Closed,Minor,2010-08-30 10:39:43.868000+00:00,Bug,esteve,2010-04-25 12:30:11.093000+00:00,2010-05-07 08:04:01.203000+00:00,0,AVRO,esteve,3,AVRO-527,141.0,31,1,Fixed,1344.66630403,527,1,0,0,0,6,4,11 days 19:33:50.110000
Closed,Minor,2010-08-30 10:39:50.154000+00:00,Improvement,esteve,2010-04-25 12:24:40.509000+00:00,2010-05-07 07:54:15.943000+00:00,0,AVRO,esteve,4,AVRO-526,170.0,63,1,Fixed,1344.66631055,526,1,0,0,0,6,4,11 days 19:29:35.434000
Closed,Minor,2010-08-30 10:39:54.955000+00:00,Improvement,esteve,2010-04-25 12:19:33.887000+00:00,2010-05-07 07:37:17.080000+00:00,0,AVRO,esteve,3,AVRO-525,73.0,21,1,Fixed,1344.66631556,525,1,0,0,0,6,4,11 days 19:17:43.193000
Closed,Major,2010-06-14 01:37:04.210000+00:00,Bug,thiru_mg,2010-04-24 02:33:29.104000+00:00,2010-04-27 08:05:11.396000+00:00,0,AVRO,thiru_mg,4,AVRO-524,682.0,72,0,Fixed,1344.6663204,524,1,1,0,0,5,4,3 days 05:31:42.292000
Closed,Major,2010-09-08 21:07:46.808000+00:00,Bug,thiru_mg,2010-04-19 11:16:24.708000+00:00,2010-04-23 14:04:50.155000+00:00,0,AVRO,thiru_mg,3,AVRO-521,107.0,61,0,Fixed,1257.85332738,521,1,1,1,0,0,4,4 days 02:48:25.447000
Closed,Major,2010-05-11 14:54:51.330000+00:00,Improvement,sbanacho,2010-04-17 23:05:08.369000+00:00,2010-04-18 17:19:53.931000+00:00,0,AVRO,,1,AVRO-520,680.0,24,0,Fixed,1378.11230291,520,1,0,0,0,5,4,0 days 18:14:45.562000
Closed,Major,2010-09-08 21:10:11.405000+00:00,Bug,jplevyak,2010-04-15 17:10:46.202000+00:00,2010-04-17 16:34:35.197000+00:00,0,AVRO,jplevyak,2,AVRO-518,301.0,78,0,Fixed,1257.85333187,518,1,0,0,0,3,4,1 days 23:23:48.995000
Closed,Critical,2010-06-14 01:37:03.613000+00:00,Bug,scott_carey,2010-04-15 17:06:08.911000+00:00,2010-04-19 11:12:37.851000+00:00,0,AVRO,thiru_mg,5,AVRO-517,174.0,37,1,Fixed,1344.6663274,517,1,1,1,0,3,4,3 days 18:06:28.940000
Closed,Major,2010-06-14 01:37:03.289000+00:00,Bug,jmhodges,2010-04-11 23:12:33.089000+00:00,2010-04-12 10:29:31.797000+00:00,0,AVRO,jmhodges,2,AVRO-516,165.0,61,0,Fixed,1344.66633118,516,1,0,0,0,6,4,0 days 11:16:58.708000
Closed,Major,2010-09-08 21:10:34.580000+00:00,Bug,sbanacho,2010-04-11 17:00:43.206000+00:00,2010-04-11 17:41:10.998000+00:00,0,AVRO,sbanacho,2,AVRO-515,305.0,36,0,Fixed,1257.85333613,515,1,0,0,0,6,4,0 days 00:40:27.792000
Closed,Major,2010-06-14 01:37:02.973000+00:00,Improvement,jmhodges,2010-04-09 00:22:56.356000+00:00,2010-04-12 09:17:10.741000+00:00,0,AVRO,jmhodges,2,AVRO-514,45.0,55,0,Fixed,1344.66633483,514,1,0,0,0,4,4,3 days 08:54:14.385000
Closed,Major,2010-09-08 21:07:45.691000+00:00,Improvement,cutting,2010-04-08 23:24:18.168000+00:00,2010-07-22 18:26:55.010000+00:00,0,AVRO,cutting,14,AVRO-513,291.0,69,2,Duplicate,1257.85334042,513,1,1,0,0,3,4,104 days 19:02:36.842000
Closed,Major,2011-06-29 22:05:19.168000+00:00,New Feature,cutting,2010-04-06 18:23:19.436000+00:00,2010-06-15 18:22:12.366000+00:00,0,AVRO,cutting,10,AVRO-512,342.0,49,8,Fixed,1257.85334455,512,1,1,0,0,1,4,69 days 23:58:52.930000
Closed,Major,2010-06-14 01:37:02.590000+00:00,Improvement,jmhodges,2010-04-06 09:17:58.906000+00:00,2010-04-27 18:19:06.525000+00:00,0,AVRO,jmhodges,4,AVRO-511,59.0,43,1,Fixed,1344.66633928,511,2,0,1,0,1,4,21 days 09:01:07.619000
Closed,Major,2010-09-08 21:07:44.901000+00:00,Bug,neopallium,2010-04-06 01:39:24.198000+00:00,2010-08-25 21:40:11.286000+00:00,0,AVRO,neopallium,4,AVRO-510,143.0,41,1,Fixed,1257.85334957,510,1,0,1,0,1,4,141 days 20:00:47.088000
Closed,Major,2010-09-08 21:12:45.018000+00:00,Improvement,sbanacho,2010-04-05 17:28:26.761000+00:00,2010-04-08 16:48:33.758000+00:00,0,AVRO,sbanacho,2,AVRO-508,903.0,61,0,Fixed,1257.85335278,508,1,0,0,0,0,4,2 days 23:20:06.997000
Closed,Critical,2010-08-25 19:01:45.482000+00:00,Bug,jmhodges,2010-04-05 06:25:54.915000+00:00,2010-04-06 21:58:43.144000+00:00,0,AVRO,,5,AVRO-505,100.0,55,0,Invalid,1271.94084232,505,1,1,1,0,0,4,1 days 15:32:48.229000
Closed,Major,2010-06-14 01:37:02.271000+00:00,Improvement,jmhodges,2010-04-05 05:51:03.903000+00:00,2010-04-07 04:54:39.537000+00:00,0,AVRO,jmhodges,1,AVRO-504,75.0,61,0,Fixed,1344.66634298,504,1,0,1,0,0,4,1 days 23:03:35.634000
Closed,Major,2010-09-08 21:07:44.248000+00:00,Bug,neopallium,2010-04-04 02:38:59.883000+00:00,2010-04-04 15:22:11.587000+00:00,0,AVRO,neopallium,10,AVRO-502,150.0,37,1,Fixed,1257.85335715,502,1,0,1,0,6,4,0 days 12:43:11.704000
Closed,Major,2010-09-08 21:07:43.829000+00:00,Bug,neopallium,2010-04-03 13:45:43.028000+00:00,2010-08-25 19:24:00.389000+00:00,0,AVRO,neopallium,5,AVRO-501,72.0,75,0,Fixed,1257.85336186,501,1,0,1,0,5,4,144 days 05:38:17.361000
Closed,Major,2010-06-14 01:37:01.998000+00:00,Bug,jmhodges,2010-04-03 01:09:12.124000+00:00,2010-04-06 05:56:18.279000+00:00,0,AVRO,jmhodges,3,AVRO-500,154.0,23,0,Fixed,1344.66634615,500,1,0,1,0,5,4,3 days 04:47:06.155000
Closed,Major,2011-08-30 19:22:18.575000+00:00,Bug,cutting,2010-04-02 21:40:10.455000+00:00,2010-05-13 22:27:07.603000+00:00,0,AVRO,cutting,6,AVRO-499,315.0,66,2,Fixed,1344.66635058,499,1,1,1,0,4,4,41 days 00:46:57.148000
Closed,Major,2010-09-08 21:14:56.894000+00:00,Improvement,sbanacho,2010-04-02 18:23:41.965000+00:00,2010-08-24 21:16:28.597000+00:00,0,AVRO,,5,AVRO-498,595.0,39,0,Duplicate,1257.84834967,498,1,0,0,0,4,4,144 days 02:52:46.632000
Closed,Major,2010-09-08 21:12:45.615000+00:00,Improvement,sbanacho,2010-04-02 17:15:26.044000+00:00,2010-04-05 17:10:57.851000+00:00,0,AVRO,sbanacho,1,AVRO-497,504.0,30,0,Fixed,1257.85336538,497,1,0,0,0,4,4,2 days 23:55:31.807000
Closed,Major,2010-06-14 01:37:01.244000+00:00,Bug,jmhodges,2010-04-02 04:51:09.894000+00:00,2010-04-05 01:00:49.675000+00:00,0,AVRO,hammer,4,AVRO-496,465.0,38,1,Fixed,1344.66635476,496,1,0,0,0,4,4,2 days 20:09:39.781000
Closed,Major,2010-10-05 05:26:34.894000+00:00,Improvement,urandom,2010-04-02 01:14:47.532000+00:00,2010-08-18 21:25:42.856000+00:00,0,AVRO,cutting,10,AVRO-495,45.0,32,4,Fixed,1257.85336971,495,1,1,1,0,4,4,138 days 20:10:55.324000
Closed,Minor,2010-09-08 21:07:42.704000+00:00,Improvement,urandom,2010-04-02 01:12:41.633000+00:00,2010-07-01 20:35:48.801000+00:00,0,AVRO,cutting,11,AVRO-494,80.0,42,4,Fixed,1257.85337502,494,1,1,1,0,4,4,90 days 19:23:07.168000
Closed,Major,2010-09-11 01:44:05.704000+00:00,New Feature,cutting,2010-03-30 21:43:51.837000+00:00,2010-04-01 18:46:09.694000+00:00,0,AVRO,cutting,12,AVRO-493,76.0,38,9,Fixed,1257.85338877,493,1,1,0,0,1,3,1 days 21:02:17.857000
Closed,Minor,2010-06-14 01:37:00.957000+00:00,Improvement,jmhodges,2010-03-26 20:51:26.945000+00:00,2010-04-03 02:26:40.597000+00:00,0,AVRO,jmhodges,2,AVRO-491,131.0,52,1,Fixed,1344.66635821,491,1,0,1,0,4,3,7 days 05:35:13.652000
Closed,Major,2010-04-01 16:50:45.852000+00:00,Improvement,cutting,2010-03-24 23:52:28.901000+00:00,2010-03-25 18:46:24.199000+00:00,0,AVRO,cutting,3,AVRO-490,77.0,38,1,Fixed,1418.03181086,490,2,1,0,0,2,3,0 days 18:53:55.298000
Closed,Major,2010-09-08 21:07:41.188000+00:00,Bug,jmhodges,2010-03-24 08:56:51.299000+00:00,2010-04-03 02:22:15.755000+00:00,0,AVRO,jmhodges,3,AVRO-489,89.0,47,1,Fixed,1257.85339249,489,1,0,1,0,2,3,9 days 17:25:24.456000
Closed,Major,2010-04-01 16:50:45.639000+00:00,Bug,cutting,2010-03-22 23:58:48.492000+00:00,2010-03-24 19:50:25.879000+00:00,0,AVRO,cutting,3,AVRO-487,81.0,44,1,Fixed,1418.03181334,487,1,1,1,0,0,3,1 days 19:51:37.387000
Closed,Minor,2010-06-14 01:37:00.540000+00:00,Improvement,jmhodges,2010-03-21 01:44:31.860000+00:00,2010-04-03 02:17:03.652000+00:00,0,AVRO,jmhodges,3,AVRO-486,147.0,29,1,Fixed,1344.66636303,486,1,0,1,0,6,3,13 days 00:32:31.792000
Closed,Major,2012-12-10 17:57:35.635000+00:00,Wish,brucem,2010-03-20 05:56:36.206000+00:00,2012-10-08 23:26:45.806000+00:00,1,AVRO,sqs,15,AVRO-485,335.0,28,10,Fixed,433.985401332,485,0,0,0,0,5,3,933 days 17:30:09.600000
Closed,Major,2010-03-22 23:22:19.114000+00:00,Bug,sandys,2010-03-19 12:18:39.950000+00:00,2010-03-19 20:56:15.762000+00:00,0,AVRO,,2,AVRO-483,6299.0,64,0,Duplicate,1427.75989786,483,1,0,1,0,4,3,0 days 08:37:35.812000
Closed,Major,2010-04-01 16:50:45.580000+00:00,Improvement,brucem,2010-03-18 16:20:18.021000+00:00,2010-03-18 16:54:30.758000+00:00,0,AVRO,brucem,1,AVRO-481,26.0,22,0,Fixed,1418.031814,481,1,0,0,0,3,3,0 days 00:34:12.737000
